date,rate
2008-01-08,1.5221
2008-01-09,1.5227
2008-01-10,1.5264
2008-01-11,1.5326
2008-01-14,1.5259
2008-01-15,1.5239
2008-01-16,1.5243
2008-01-17,1.5197
2008-01-18,1.5202
2008-01-21,1.5139
2008-01-22,1.5161
2008-01-23,1.5235
2008-01-24,1.5158
2008-01-25,1.5231
2008-01-28,1.5219
2008-01-29,1.5176
2008-01-30,1.5118
2008-01-31,1.5139
2008-02-01,1.5118
2008-02-04,1.5135
2008-02-05,1.5098
2008-02-06,1.5057
2008-02-07,1.5122
2008-02-08,1.5107
2008-02-11,1.503
2008-02-12,1.501
2008-02-13,1.4964
2008-02-14,1.5013
2008-02-15,1.4993
2008-02-18,1.5086
2008-02-19,1.5049
2008-02-20,1.4947
2008-02-21,1.4902
2008-02-22,1.4898
2008-02-25,1.4973
2008-02-26,1.4907
2008-02-27,1.4943
2008-02-28,1.4915
2008-02-29,1.4879
2008-03-03,1.4876
2008-03-04,1.4811
2008-03-05,1.4847
2008-03-06,1.4815
2008-03-07,1.4844
2008-03-10,1.4853
2008-03-11,1.4846
2008-03-12,1.4775
2008-03-13,1.4739
2008-03-14,1.4672
2008-03-17,1.4682
2008-03-18,1.4645
2008-03-19,1.4688
2008-03-20,1.4672
2008-03-21,1.4743
2008-03-24,1.4699
2008-03-25,1.4776
2008-03-26,1.4777
2008-03-27,1.4766
2008-03-28,1.4789
2008-03-31,1.4772
2008-04-01,1.475
2008-04-02,1.4716
2008-04-03,1.4701
2008-04-04,1.476
2008-04-07,1.4806
2008-04-08,1.4788
2008-04-09,1.4679
2008-04-10,1.4689
2008-04-11,1.4711
2008-04-14,1.4763
2008-04-15,1.475
2008-04-16,1.482
2008-04-17,1.4819
2008-04-18,1.4724
2008-04-21,1.4797
2008-04-22,1.4835
2008-04-23,1.4851
2008-04-24,1.486
2008-04-25,1.4867
2008-04-28,1.4812
2008-04-29,1.4925
2008-04-30,1.4944
2008-05-01,1.494
2008-05-02,1.4901
2008-05-05,1.4866
2008-05-06,1.4907
2008-05-07,1.486
2008-05-08,1.4894
2008-05-09,1.4936
2008-05-12,1.5027
2008-05-13,1.5084
2008-05-14,1.4986
2008-05-15,1.4971
2008-05-16,1.4974
2008-05-19,1.4928
2008-05-20,1.4865
2008-05-21,1.4922
2008-05-22,1.4923
2008-05-23,1.4981
2008-05-26,1.4973
2008-05-27,1.4949
2008-05-28,1.4894
2008-05-29,1.4864
2008-05-30,1.4927
2008-06-02,1.4947
2008-06-03,1.4959
2008-06-04,1.493
2008-06-05,1.4976
2008-06-06,1.5016
2008-06-09,1.4854
2008-06-10,1.486
2008-06-11,1.4748
2008-06-12,1.4705
2008-06-13,1.4715
2008-06-16,1.4817
2008-06-17,1.4842
2008-06-18,1.4819
2008-06-19,1.4817
2008-06-20,1.4781
2008-06-23,1.4803
2008-06-24,1.4826
2008-06-25,1.4839
2008-06-26,1.49
2008-06-27,1.4898
2008-06-30,1.4884
2008-07-01,1.4868
2008-07-02,1.4848
2008-07-03,1.4894
2008-07-04,1.4795
2008-07-07,1.4775
2008-07-08,1.4805
2008-07-09,1.477
2008-07-10,1.4803
2008-07-11,1.4839
2008-07-14,1.484
2008-07-15,1.4816
2008-07-16,1.4757
2008-07-17,1.469
2008-07-18,1.4668
2008-07-21,1.4741
2008-07-22,1.4719
2008-07-23,1.4673
2008-07-24,1.4658
2008-07-25,1.4667
2008-07-28,1.4618
2008-07-29,1.4693
2008-07-30,1.4679
2008-07-31,1.4718
2008-08-01,1.4769
2008-08-04,1.4716
2008-08-05,1.481
2008-08-06,1.4911
2008-08-07,1.4844
2008-08-08,1.4818
2008-08-11,1.4859
2008-08-12,1.4828
2008-08-13,1.4889
2008-08-14,1.4832
2008-08-15,1.4887
2008-08-18,1.4925
2008-08-19,1.4947
2008-08-20,1.5052
2008-08-21,1.508
2008-08-22,1.5074
2008-08-25,1.5091
2008-08-26,1.5095
2008-08-27,1.5068
2008-08-28,1.4992
2008-08-29,1.5072
2008-09-01,1.5097
2008-09-02,1.5082
2008-09-03,1.508
2008-09-04,1.5047
2008-09-05,1.4998
2008-09-08,1.4941
2008-09-09,1.4958
2008-09-10,1.4972
2008-09-11,1.4962
2008-09-12,1.4976
2008-09-15,1.499
2008-09-16,1.5082
2008-09-17,1.5096
2008-09-18,1.5119
2008-09-19,1.5065
2008-09-22,1.5003
2008-09-23,1.4983
2008-09-24,1.4988
2008-09-25,1.4972
2008-09-26,1.4987
2008-09-29,1.4907
2008-09-30,1.4884
2008-10-01,1.488
2008-10-02,1.4844
2008-10-03,1.4955
2008-10-06,1.4975
2008-10-07,1.4994
2008-10-08,1.499
2008-10-09,1.4931
2008-10-10,1.5005
2008-10-13,1.5042
2008-10-14,1.5072
2008-10-15,1.5002
2008-10-16,1.5008
2008-10-17,1.4917
2008-10-20,1.4884
2008-10-21,1.4832
2008-10-22,1.4829
2008-10-23,1.4778
2008-10-24,1.4707
2008-10-27,1.4748
2008-10-28,1.4719
2008-10-29,1.4755
2008-10-30,1.4724
2008-10-31,1.4795
2008-11-03,1.4732
2008-11-04,1.4738
2008-11-05,1.4678
2008-11-06,1.4676
2008-11-07,1.4744
2008-11-10,1.4757
2008-11-11,1.4766
2008-11-12,1.4776
2008-11-13,1.4871
2008-11-14,1.4863
2008-11-17,1.4911
2008-11-18,1.4855
2008-11-19,1.4814
2008-11-20,1.4844
2008-11-21,1.4792
2008-11-24,1.4806
2008-11-25,1.4736
2008-11-26,1.4693
2008-11-27,1.4691
2008-11-28,1.4782
2008-12-01,1.4791
2008-12-02,1.4837
2008-12-03,1.485
2008-12-04,1.4812
2008-12-05,1.483
2008-12-08,1.4774
2008-12-09,1.4688
2008-12-10,1.4663
2008-12-11,1.458
2008-12-12,1.4626
2008-12-15,1.4555
2008-12-16,1.4549
2008-12-17,1.4507
2008-12-18,1.4447
2008-12-19,1.4398
2008-12-22,1.4356
2008-12-23,1.4313
2008-12-24,1.4393
2008-12-25,1.4392
2008-12-26,1.4431
2008-12-29,1.4435
2008-12-30,1.4554
2008-12-31,1.4566
2009-01-01,1.458
2009-01-02,1.4533
2009-01-05,1.4643
2009-01-06,1.4667
2009-01-07,1.4662
2009-01-08,1.4672
2009-01-09,1.4738
2009-01-12,1.4765
2009-01-13,1.4795
2009-01-14,1.478
2009-01-15,1.4814
2009-01-16,1.4766
2009-01-19,1.4647
2009-01-20,1.4656
2009-01-21,1.4668
2009-01-22,1.4708
2009-01-23,1.4704
2009-01-26,1.4696
2009-01-27,1.4749
2009-01-28,1.4799
2009-01-29,1.4784
2009-01-30,1.4764
2009-02-02,1.4727
2009-02-03,1.4819
2009-02-04,1.4759
2009-02-05,1.4691
2009-02-06,1.4667
2009-02-09,1.4626
2009-02-10,1.4672
2009-02-11,1.4638
2009-02-12,1.4629
2009-02-13,1.4593
2009-02-16,1.4627
2009-02-17,1.4533
2009-02-18,1.4546
2009-02-19,1.4495
2009-02-20,1.4441
2009-02-23,1.4441
2009-02-24,1.4461
2009-02-25,1.4438
2009-02-26,1.438
2009-02-27,1.4448
2009-03-02,1.4437
2009-03-03,1.4359
2009-03-04,1.4326
2009-03-05,1.4287
2009-03-06,1.43
2009-03-09,1.4197
2009-03-10,1.411
2009-03-11,1.411
2009-03-12,1.41
2009-03-13,1.408
2009-03-16,1.4099
2009-03-17,1.4084
2009-03-18,1.4134
2009-03-19,1.4109
2009-03-20,1.412
2009-03-23,1.4091
2009-03-24,1.404
2009-03-25,1.4075
2009-03-26,1.4053
2009-03-27,1.4083
2009-03-30,1.4088
2009-03-31,1.4099
2009-04-01,1.4156
2009-04-02,1.4148
2009-04-03,1.4259
2009-04-06,1.4307
2009-04-07,1.4387
2009-04-08,1.4383
2009-04-09,1.4296
2009-04-10,1.422
2009-04-13,1.42
2009-04-14,1.421
2009-04-15,1.4225
2009-04-16,1.4267
2009-04-17,1.4282
2009-04-20,1.4254
2009-04-21,1.4247
2009-04-22,1.4299
2009-04-23,1.4316
2009-04-24,1.4324
2009-04-27,1.4355
2009-04-28,1.4368
2009-04-29,1.4355
2009-04-30,1.4358
2009-05-01,1.4329
2009-05-04,1.4315
2009-05-05,1.4306
2009-05-06,1.4161
2009-05-07,1.4192
2009-05-08,1.4241
2009-05-11,1.4205
2009-05-12,1.4198
2009-05-13,1.4196
2009-05-14,1.4196
2009-05-15,1.4203
2009-05-18,1.418
2009-05-19,1.4152
2009-05-20,1.4062
2009-05-21,1.4092
2009-05-22,1.4134
2009-05-25,1.4158
2009-05-26,1.4106
2009-05-27,1.4129
2009-05-28,1.4015
2009-05-29,1.3979
2009-06-01,1.394
2009-06-02,1.3987
2009-06-03,1.4035
2009-06-04,1.3994
2009-06-05,1.3998
2009-06-08,1.401
2009-06-09,1.3916
2009-06-10,1.4003
2009-06-11,1.3942
2009-06-12,1.3925
2009-06-15,1.3989
2009-06-16,1.3943
2009-06-17,1.396
2009-06-18,1.3981
2009-06-19,1.402
2009-06-22,1.4087
2009-06-23,1.4039
2009-06-24,1.4116
2009-06-25,1.4122
2009-06-26,1.4191
2009-06-29,1.4153
2009-06-30,1.4158
2009-07-01,1.4116
2009-07-02,1.41
2009-07-03,1.4091
2009-07-06,1.4142
2009-07-07,1.4024
2009-07-08,1.4029
2009-07-09,1.3974
2009-07-10,1.3986
2009-07-13,1.3975
2009-07-14,1.3981
2009-07-15,1.4039
2009-07-16,1.4026
2009-07-17,1.4021
2009-07-20,1.4083
2009-07-21,1.4091
2009-07-22,1.4112
2009-07-23,1.4107
2009-07-24,1.4083
2009-07-27,1.4079
2009-07-28,1.4188
2009-07-29,1.4079
2009-07-30,1.4068
2009-07-31,1.4045
2009-08-03,1.409
2009-08-04,1.4088
2009-08-05,1.4067
2009-08-06,1.4093
2009-08-07,1.4035
2009-08-10,1.4042
2009-08-11,1.397
2009-08-12,1.3853
2009-08-13,1.3901
2009-08-14,1.3867
2009-08-17,1.3889
2009-08-18,1.388
2009-08-19,1.3829
2009-08-20,1.3809
2009-08-21,1.3676
2009-08-24,1.3667
2009-08-25,1.3696
2009-08-26,1.3743
2009-08-27,1.3738
2009-08-28,1.3796
2009-08-31,1.3829
2009-09-01,1.3771
2009-09-02,1.3775
2009-09-03,1.3674
2009-09-04,1.3708
2009-09-07,1.3636
2009-09-08,1.3625
2009-09-09,1.361
2009-09-10,1.3625
2009-09-11,1.3541
2009-09-14,1.3601
2009-09-15,1.3594
2009-09-16,1.3574
2009-09-17,1.3568
2009-09-18,1.3565
2009-09-21,1.3546
2009-09-22,1.3587
2009-09-23,1.366
2009-09-24,1.3655
2009-09-25,1.3694
2009-09-28,1.374
2009-09-29,1.372
2009-09-30,1.3735
2009-10-01,1.376
2009-10-02,1.379
2009-10-05,1.3832
2009-10-06,1.3893
2009-10-07,1.387
2009-10-08,1.3729
2009-10-09,1.3783
2009-10-12,1.3753
2009-10-13,1.3764
2009-10-14,1.3864
2009-10-15,1.3942
2009-10-16,1.3914
2009-10-19,1.3803
2009-10-20,1.3823
2009-10-21,1.3856
2009-10-22,1.3875
2009-10-23,1.3859
2009-10-26,1.3901
2009-10-27,1.3849
2009-10-28,1.3748
2009-10-29,1.3837
2009-10-30,1.3837
2009-11-02,1.3809
2009-11-03,1.3787
2009-11-04,1.3898
2009-11-05,1.388
2009-11-06,1.3819
2009-11-09,1.38
2009-11-10,1.3829
2009-11-11,1.3871
2009-11-12,1.3892
2009-11-13,1.3821
2009-11-16,1.3825
2009-11-17,1.3811
2009-11-18,1.3777
2009-11-19,1.3832
2009-11-20,1.3843
2009-11-23,1.3816
2009-11-24,1.3845
2009-11-25,1.3878
2009-11-26,1.3909
2009-11-27,1.3911
2009-11-30,1.3957
2009-12-01,1.4013
2009-12-02,1.4135
2009-12-03,1.4151
2009-12-04,1.4179
2009-12-07,1.4173
2009-12-08,1.4227
2009-12-09,1.4217
2009-12-10,1.4181
2009-12-11,1.4181
2009-12-14,1.4107
2009-12-15,1.4093
2009-12-16,1.4053
2009-12-17,1.4111
2009-12-18,1.4165
2009-12-21,1.4101
2009-12-22,1.4138
2009-12-23,1.407
2009-12-24,1.3988
2009-12-25,1.4037
2009-12-28,1.4066
2009-12-29,1.4128
2009-12-30,1.4117
2009-12-31,1.4156
2010-01-01,1.4139
2010-01-04,1.4268
2010-01-05,1.4296
2010-01-06,1.4228
2010-01-07,1.4192
2010-01-08,1.4198
2010-01-11,1.4219
2010-01-12,1.4128
2010-01-13,1.4032
2010-01-14,1.4128
2010-01-15,1.4177
2010-01-18,1.4098
2010-01-19,1.4134
2010-01-20,1.4128
2010-01-21,1.4091
2010-01-22,1.4052
2010-01-25,1.4091
2010-01-26,1.4129
2010-01-27,1.413
2010-01-28,1.411
2010-01-29,1.412
2010-02-01,1.4082
2010-02-02,1.4094
2010-02-03,1.4155
2010-02-04,1.4188
2010-02-05,1.4147
2010-02-08,1.4246
2010-02-09,1.4229
2010-02-10,1.4281
2010-02-11,1.433
2010-02-12,1.43
2010-02-15,1.4388
2010-02-16,1.4389
2010-02-17,1.4457
2010-02-18,1.4417
2010-02-19,1.4456
2010-02-22,1.4396
2010-02-23,1.4502
2010-02-24,1.4536
2010-02-25,1.4484
2010-02-26,1.4473
2010-03-01,1.4415
2010-03-02,1.4438
2010-03-03,1.4427
2010-03-04,1.453
2010-03-05,1.4505
2010-03-08,1.4589
2010-03-09,1.4601
2010-03-10,1.4637
2010-03-11,1.4565
2010-03-12,1.4611
2010-03-15,1.4605
2010-03-16,1.4629
2010-03-17,1.464
2010-03-18,1.4661
2010-03-19,1.4632
2010-03-22,1.4678
2010-03-23,1.4701
2010-03-24,1.4715
2010-03-25,1.4684
2010-03-26,1.4596
2010-03-29,1.4719
2010-03-30,1.4732
2010-03-31,1.4726
2010-04-01,1.4796
2010-04-02,1.4939
2010-04-05,1.4908
2010-04-06,1.4894
2010-04-07,1.495
2010-04-08,1.5023
2010-04-09,1.4989
2010-04-12,1.5015
2010-04-13,1.5039
2010-04-14,1.5098
2010-04-15,1.5045
2010-04-16,1.5112
2010-04-19,1.5153
2010-04-20,1.522
2010-04-21,1.5214
2010-04-22,1.525
2010-04-23,1.5247
2010-04-26,1.5168
2010-04-27,1.5152
2010-04-28,1.5262
2010-04-29,1.5277
2010-04-30,1.5271
2010-05-03,1.5284
2010-05-04,1.5245
2010-05-05,1.517
2010-05-06,1.5285
2010-05-07,1.5393
2010-05-10,1.542
2010-05-11,1.5395
2010-05-12,1.5353
2010-05-13,1.5357
2010-05-14,1.5322
2010-05-17,1.5399
2010-05-18,1.5359
2010-05-19,1.5404
2010-05-20,1.5285
2010-05-21,1.5355
2010-05-24,1.5341
2010-05-25,1.5336
2010-05-26,1.5296
2010-05-27,1.5311
2010-05-28,1.5326
2010-05-31,1.5348
2010-06-01,1.5287
2010-06-02,1.5179
2010-06-03,1.5168
2010-06-04,1.5111
2010-06-07,1.5075
2010-06-08,1.5097
2010-06-09,1.5013
2010-06-10,1.4991
2010-06-11,1.4954
2010-06-14,1.4972
2010-06-15,1.4931
2010-06-16,1.4916
2010-06-17,1.4888
2010-06-18,1.4836
2010-06-21,1.4746
2010-06-22,1.4644
2010-06-23,1.4707
2010-06-24,1.4724
2010-06-25,1.4715
2010-06-28,1.4674
2010-06-29,1.462
2010-06-30,1.4619
2010-07-01,1.4577
2010-07-02,1.4622
2010-07-05,1.4584
2010-07-06,1.4574
2010-07-07,1.4582
2010-07-08,1.4617
2010-07-09,1.4592
2010-07-12,1.458
2010-07-13,1.4469
2010-07-14,1.4523
2010-07-15,1.456
2010-07-16,1.4587
2010-07-19,1.4545
2010-07-20,1.4528
2010-07-21,1.4559
2010-07-22,1.4541
2010-07-23,1.456
2010-07-26,1.4604
2010-07-27,1.4698
2010-07-28,1.4698
2010-07-29,1.4829
2010-07-30,1.4893
2010-08-02,1.4876
2010-08-03,1.4967
2010-08-04,1.5007
2010-08-05,1.4961
2010-08-06,1.4923
2010-08-09,1.4926
2010-08-10,1.4932
2010-08-11,1.4955
2010-08-12,1.4955
2010-08-13,1.4927
2010-08-16,1.4992
2010-08-17,1.4959
2010-08-18,1.4925
2010-08-19,1.4867
2010-08-20,1.4942
2010-08-23,1.4966
2010-08-24,1.4993
2010-08-25,1.5009
2010-08-26,1.4974
2010-08-27,1.4977
2010-08-30,1.4997
2010-08-31,1.4972
2010-09-01,1.4927
2010-09-02,1.498
2010-09-03,1.5032
2010-09-06,1.4991
2010-09-07,1.4988
2010-09-08,1.4975
2010-09-09,1.4934
2010-09-10,1.4887
2010-09-13,1.4913
2010-09-14,1.489
2010-09-15,1.4894
2010-09-16,1.4838
2010-09-17,1.4894
2010-09-20,1.4823
2010-09-21,1.48
2010-09-22,1.484
2010-09-23,1.4874
2010-09-24,1.4902
2010-09-27,1.4885
2010-09-28,1.4908
2010-09-29,1.4906
2010-09-30,1.4826
2010-10-01,1.4809
2010-10-04,1.4789
2010-10-05,1.478
2010-10-06,1.4763
2010-10-07,1.4809
2010-10-08,1.4849
2010-10-11,1.484
2010-10-12,1.4837
2010-10-13,1.486
2010-10-14,1.4813
2010-10-15,1.4728
2010-10-18,1.4735
2010-10-19,1.4791
2010-10-20,1.4795
2010-10-21,1.4828
2010-10-22,1.4857
2010-10-25,1.4888
2010-10-26,1.489
2010-10-27,1.4991
2010-10-28,1.5012
2010-10-29,1.5022
2010-11-01,1.5102
2010-11-02,1.5133
2010-11-03,1.5158
2010-11-04,1.5163
2010-11-05,1.5239
2010-11-08,1.5337
2010-11-09,1.5357
2010-11-10,1.5416
2010-11-11,1.5393
2010-11-12,1.5401
2010-11-15,1.5406
2010-11-16,1.5353
2010-11-17,1.5393
2010-11-18,1.5426
2010-11-19,1.553
2010-11-22,1.5552
2010-11-23,1.5574
2010-11-24,1.5571
2010-11-25,1.5537
2010-11-26,1.5557
2010-11-29,1.5484
2010-11-30,1.5501
2010-12-01,1.5595
2010-12-02,1.5636
2010-12-03,1.5591
2010-12-06,1.555
2010-12-07,1.5588
2010-12-08,1.5591
2010-12-09,1.5696
2010-12-10,1.57
2010-12-13,1.5637
2010-12-14,1.5688
2010-12-15,1.5653
2010-12-16,1.5636
2010-12-17,1.5625
2010-12-20,1.5578
2010-12-21,1.5551
2010-12-22,1.5488
2010-12-23,1.5524
2010-12-24,1.5527
2010-12-27,1.546
2010-12-28,1.5429
2010-12-29,1.5423
2010-12-30,1.5422
2010-12-31,1.5371
2011-01-03,1.5487
2011-01-04,1.5502
2011-01-05,1.5521
2011-01-06,1.561
2011-01-07,1.5647
2011-01-10,1.5717
2011-01-11,1.5677
2011-01-12,1.569
2011-01-13,1.5698
2011-01-14,1.5598
2011-01-17,1.5695
2011-01-18,1.5701
2011-01-19,1.5641
2011-01-20,1.5689
2011-01-21,1.5753
2011-01-24,1.585
2011-01-25,1.5828
2011-01-26,1.579
2011-01-27,1.5837
2011-01-28,1.5819
2011-01-31,1.5813
2011-02-01,1.5864
2011-02-02,1.5947
2011-02-03,1.5994
2011-02-04,1.6
2011-02-07,1.5987
2011-02-08,1.5965
2011-02-09,1.5953
2011-02-10,1.597
2011-02-11,1.5969
2011-02-14,1.5887
2011-02-15,1.5874
2011-02-16,1.5833
2011-02-17,1.5926
2011-02-18,1.5959
2011-02-21,1.5928
2011-02-22,1.5834
2011-02-23,1.5857
2011-02-24,1.5948
2011-02-25,1.5845
2011-02-28,1.5819
2011-03-01,1.5797
2011-03-02,1.5785
2011-03-03,1.5789
2011-03-04,1.5829
2011-03-07,1.5807
2011-03-08,1.5838
2011-03-09,1.5912
2011-03-10,1.5898
2011-03-11,1.5798
2011-03-14,1.5896
2011-03-15,1.5936
2011-03-16,1.5914
2011-03-17,1.5896
2011-03-18,1.5944
2011-03-21,1.5884
2011-03-22,1.5804
2011-03-23,1.5809
2011-03-24,1.5891
2011-03-25,1.5872
2011-03-28,1.5949
2011-03-29,1.5974
2011-03-30,1.6
2011-03-31,1.5919
2011-04-01,1.5962
2011-04-04,1.6
2011-04-05,1.5989
2011-04-06,1.6
2011-04-07,1.6
2011-04-08,1.6
2011-04-11,1.6
2011-04-12,1.5915
2011-04-13,1.5956
2011-04-14,1.5955
2011-04-15,1.5971
2011-04-18,1.6
2011-04-19,1.5976
2011-04-20,1.5844
2011-04-21,1.5847
2011-04-22,1.5796
2011-04-25,1.5756
2011-04-26,1.572
2011-04-27,1.5767
2011-04-28,1.5748
2011-04-29,1.578
2011-05-02,1.5726
2011-05-03,1.5707
2011-05-04,1.5623
2011-05-05,1.5648
2011-05-06,1.5683
2011-05-09,1.5749
2011-05-10,1.5826
2011-05-11,1.5828
2011-05-12,1.5822
2011-05-13,1.5846
2011-05-16,1.5865
2011-05-17,1.5868
2011-05-18,1.589
2011-05-19,1.5987
2011-05-20,1.5983
2011-05-23,1.6
2011-05-24,1.5955
2011-05-25,1.5991
2011-05-26,1.6
2011-05-27,1.599
2011-05-30,1.5966
2011-05-31,1.5919
2011-06-01,1.6
2011-06-02,1.5963
2011-06-03,1.5921
2011-06-06,1.5943
2011-06-07,1.5984
2011-06-08,1.5995
2011-06-09,1.6
2011-06-10,1.599
2011-06-13,1.6
2011-06-14,1.6
2011-06-15,1.6
2011-06-16,1.5979
2011-06-17,1.6
2011-06-20,1.5977
2011-06-21,1.6
2011-06-22,1.5949
2011-06-23,1.5919
2011-06-24,1.5891
2011-06-27,1.5876
2011-06-28,1.5809
2011-06-29,1.5803
2011-06-30,1.5729
2011-07-01,1.5758
2011-07-04,1.5761
2011-07-05,1.571
2011-07-06,1.567
2011-07-07,1.5701
2011-07-08,1.5631
2011-07-11,1.5625
2011-07-12,1.5625
2011-07-13,1.5645
2011-07-14,1.5643
2011-07-15,1.5683
2011-07-18,1.5686
2011-07-19,1.5744
2011-07-20,1.5777
2011-07-21,1.5774
2011-07-22,1.5728
2011-07-25,1.5739
2011-07-26,1.577
2011-07-27,1.578
2011-07-28,1.573
2011-07-29,1.5664
2011-08-01,1.5645
2011-08-02,1.5641
2011-08-03,1.5641
2011-08-04,1.5548
2011-08-05,1.5609
2011-08-08,1.5694
2011-08-09,1.578
2011-08-10,1.5796
2011-08-11,1.5868
2011-08-12,1.5848
2011-08-15,1.5828
2011-08-16,1.583
2011-08-17,1.5938
2011-08-18,1.5959
2011-08-19,1.5929
2011-08-22,1.5938
2011-08-23,1.6
2011-08-24,1.5876
2011-08-25,1.5751
2011-08-26,1.5665
2011-08-29,1.5706
2011-08-30,1.5668
2011-08-31,1.5723
2011-09-01,1.5799
2011-09-02,1.5724
2011-09-05,1.5768
2011-09-06,1.5765
2011-09-07,1.5779
2011-09-08,1.5669
2011-09-09,1.5698
2011-09-12,1.5703
2011-09-13,1.5813
2011-09-14,1.5824
2011-09-15,1.5741
2011-09-16,1.5719
2011-09-19,1.5782
2011-09-20,1.5798
2011-09-21,1.5735
2011-09-22,1.5716
2011-09-23,1.5812
2011-09-26,1.5832
2011-09-27,1.5902
2011-09-28,1.5877
2011-09-29,1.5799
2011-09-30,1.5825
2011-10-03,1.5887
2011-10-04,1.597
2011-10-05,1.6
2011-10-06,1.5961
2011-10-07,1.6
2011-10-10,1.5989
2011-10-11,1.5956
2011-10-12,1.6
2011-10-13,1.5941
2011-10-14,1.5922
2011-10-17,1.6
2011-10-18,1.6
2011-10-19,1.5943
2011-10-20,1.5911
2011-10-21,1.6
2011-10-24,1.596
2011-10-25,1.5967
2011-10-26,1.6
2011-10-27,1.6
2011-10-28,1.596
2011-10-31,1.5956
2011-11-01,1.6
2011-11-02,1.5889
2011-11-03,1.5946
2011-11-04,1.5924
2011-11-07,1.5956
2011-11-08,1.6
2011-11-09,1.5925
2011-11-10,1.5972
2011-11-11,1.6
2011-11-14,1.5996
2011-11-15,1.595
2011-11-16,1.5928
2011-11-17,1.591
2011-11-18,1.5869
2011-11-21,1.5808
2011-11-22,1.5749
2011-11-23,1.5764
2011-11-24,1.5739
2011-11-25,1.5758
2011-11-28,1.5679
2011-11-29,1.5686
2011-11-30,1.5693
2011-12-01,1.5692
2011-12-02,1.5733
2011-12-05,1.5746
2011-12-06,1.5784
2011-12-07,1.5816
2011-12-08,1.5897
2011-12-09,1.5915
2011-12-12,1.5797
2011-12-13,1.5751
2011-12-14,1.5775
2011-12-15,1.5758
2011-12-16,1.577
2011-12-19,1.5729
2011-12-20,1.5754
2011-12-21,1.5783
2011-12-22,1.579
2011-12-23,1.5874
2011-12-26,1.5925
2011-12-27,1.5892
2011-12-28,1.5931
2011-12-29,1.5905
2011-12-30,1.5946
2012-01-02,1.5939
2012-01-03,1.5869
2012-01-04,1.5889
2012-01-05,1.5854
2012-01-06,1.5885
2012-01-09,1.5876
2012-01-10,1.5921
2012-01-11,1.5867
2012-01-12,1.5866
2012-01-13,1.5939
2012-01-16,1.5954
2012-01-17,1.5887
2012-01-18,1.5834
2012-01-19,1.5936
2012-01-20,1.5993
2012-01-23,1.6
2012-01-24,1.6
2012-01-25,1.6
2012-01-26,1.6
2012-01-27,1.5998
2012-01-30,1.5899
2012-01-31,1.5902
2012-02-01,1.5884
2012-02-02,1.5874
2012-02-03,1.5902
2012-02-06,1.5931
2012-02-07,1.5864
2012-02-08,1.5838
2012-02-09,1.5964
2012-02-10,1.5943
2012-02-13,1.5911
2012-02-14,1.5984
2012-02-15,1.6
2012-02-16,1.5949
2012-02-17,1.5968
2012-02-20,1.5922
2012-02-21,1.5912
2012-02-22,1.5936
2012-02-23,1.5914
2012-02-24,1.5933
2012-02-27,1.5887
2012-02-28,1.5851
2012-02-29,1.5847
2012-03-01,1.5874
2012-03-02,1.5832
2012-03-05,1.5777
2012-03-06,1.5759
2012-03-07,1.5772
2012-03-08,1.5782
2012-03-09,1.5769
2012-03-12,1.5775
2012-03-13,1.5726
2012-03-14,1.5673
2012-03-15,1.5663
2012-03-16,1.5721
2012-03-19,1.5775
2012-03-20,1.5851
2012-03-21,1.5857
2012-03-22,1.5831
2012-03-23,1.5851
2012-03-26,1.5903
2012-03-27,1.5892
2012-03-28,1.5878
2012-03-29,1.5931
2012-03-30,1.5939
2012-04-02,1.6
2012-04-03,1.6
2012-04-04,1.6
2012-04-05,1.5937
2012-04-06,1.5879
2012-04-09,1.5934
2012-04-10,1.5953
2012-04-11,1.5873
2012-04-12,1.5758
2012-04-13,1.5681
2012-04-16,1.5671
2012-04-17,1.5628
2012-04-18,1.5574
2012-04-19,1.5495
2012-04-20,1.5408
2012-04-23,1.5459
2012-04-24,1.5462
2012-04-25,1.5488
2012-04-26,1.5572
2012-04-27,1.5522
2012-04-30,1.5583
2012-05-01,1.5611
2012-05-02,1.5585
2012-05-03,1.557
2012-05-04,1.5457
2012-05-07,1.5483
2012-05-08,1.5527
2012-05-09,1.5551
2012-05-10,1.5502
2012-05-11,1.5534
2012-05-14,1.5532
2012-05-15,1.5495
2012-05-16,1.5507
2012-05-17,1.5516
2012-05-18,1.5476
2012-05-21,1.5555
2012-05-22,1.5621
2012-05-23,1.5565
2012-05-24,1.5576
2012-05-25,1.5625
2012-05-28,1.565
2012-05-29,1.5659
2012-05-30,1.5598
2012-05-31,1.5752
2012-06-01,1.5764
2012-06-04,1.576
2012-06-05,1.5779
2012-06-06,1.5826
2012-06-07,1.5773
2012-06-08,1.5878
2012-06-11,1.5876
2012-06-12,1.5846
2012-06-13,1.5749
2012-06-14,1.5824
2012-06-15,1.5831
2012-06-18,1.59
2012-06-19,1.5885
2012-06-20,1.5902
2012-06-21,1.5846
2012-06-22,1.5787
2012-06-25,1.5765
2012-06-26,1.5733
2012-06-27,1.5619
2012-06-28,1.5657
2012-06-29,1.5651
2012-07-02,1.5561
2012-07-03,1.5489
2012-07-04,1.5473
2012-07-05,1.5437
2012-07-06,1.5416
2012-07-09,1.5406
2012-07-10,1.5348
2012-07-11,1.5322
2012-07-12,1.5375
